ICD-10-CM Code,Model Variable,Models,POA
S60221A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60221S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60222A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60222S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60229A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60229S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60311A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60311S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60312A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60312S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60319A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60319S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60321A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60321S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60322A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60322S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60329A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60329S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60341A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60341S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60342A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60342S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60349A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60349S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60351A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60351S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60352A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60352S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60359A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60359S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60361A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60361S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60362A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60362S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60369A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60369S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60371A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60371S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60372A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60372S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60379A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60379S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60391A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60391S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60392A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60392S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60399A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60399S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60410A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60410S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60411A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60411S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60412A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60412S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60413A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60413S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60414A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60414S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60415A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60415S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60416A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60416S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60417A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60417S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60418A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60418S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60419A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60419S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60420A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60420S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60421A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60421S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60422A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60422S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60423A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60423S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60424A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60424S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60425A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60425S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60426A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60426S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60427A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60427S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60428A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60428S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60429A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60429S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60440A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60440S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60441A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60441S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60442A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60442S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60443A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60443S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60444A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60444S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60445A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60445S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60446A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60446S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60447A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60447S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60448A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60448S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60449A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60449S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60450A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60450S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60451A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60451S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60452A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60452S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60453A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60453S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60454A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60454S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60455A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60455S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60456A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60456S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60457A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60457S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60458A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60458S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60459A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60459S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60460A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60460S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60461A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60461S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60462A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60462S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60463A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60463S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60464A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60464S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60465A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60465S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60466A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60466S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60467A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60467S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60468A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60468S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60469A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60469S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60470A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60470S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60471A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60471S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60472A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60472S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60473A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60473S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60474A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60474S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60475A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60475S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60476A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60476S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60477A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60477S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60478A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60478S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60479A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60479S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60511A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60511S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60512A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60512S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60519A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60519S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60521A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60521S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60522A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60522S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60529A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60529S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60541A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60541S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60542A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60542S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60549A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60549S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60551A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60551S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60552A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60552S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60559A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60559S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60561A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60561S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60562A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60562S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60569A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60569S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60571A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60571S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60572A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60572S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60579A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60579S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60811A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60811S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60812A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60812S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60819A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60819S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60821A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60821S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60822A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60822S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60829A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60829S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60841A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60841S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60842A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60842S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60849A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60849S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60851A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60851S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60852A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60852S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60859A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60859S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60861A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60861S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60862A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60862S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60869A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60869S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60871A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60871S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60872A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60872S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60879A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60879S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60911A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60911S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60912A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60912S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60919A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60919S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60921A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60921S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60922A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60922S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60929A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60929S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60931A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60931S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60932A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60932S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60939A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60939S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60940A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60940S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60941A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60941S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60942A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60942S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60943A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60943S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60944A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60944S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60945A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60945S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60946A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60946S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60947A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60947S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60948A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60948S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60949A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S60949S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61001A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61001S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61002A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61002S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61009A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61009S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61011A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61011S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61012A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61012S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61019A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61019S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61021A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61021S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61022A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61022S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61029A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61029S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61031A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61031S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61032A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61032S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61039A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61039S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61041A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61041S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61042A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61042S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61049A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61049S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61051A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61051S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61052A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61052S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61059A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61059S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61101A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61101S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61102A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61102S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61109A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61109S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61111A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61111S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61112A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61112S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61119A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61119S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61121A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61121S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61122A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61122S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61129A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61129S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61131A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61131S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61132A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61132S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61139A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61139S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61141A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61141S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61142A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61142S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61149A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61149S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61151A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61151S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61152A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61152S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61159A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61159S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61200A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61200S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61201A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61201S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61202A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61202S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61203A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61203S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61204A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61204S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61205A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61205S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61206A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61206S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61207A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61207S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61208A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61208S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61209A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61209S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61210A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61210S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61211A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61211S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61212A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61212S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
S61213A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
